submission_id,age,block_number,blockorder,condition,display_size,education,expected,experiment_duration,experiment_end_time,experiment_start_time,gender,image,qud,question,response,response_time,target,target_color,trial_number
3284,,0,CDCD,feature,15,,negative,765728,1646126501039,1646125735311,,images/card_119.png,,,negative,3763,-,-,0
3284,,0,CDCD,feature,5,,negative,765728,1646126501039,1646125735311,,images/card_109.png,,,negative,1179,-,-,1
3284,,0,CDCD,feature,30,,positive,765728,1646126501039,1646125735311,,images/card_056.png,,,negative,2278,S,brown,2
3284,,0,CDCD,feature,15,,negative,765728,1646126501039,1646125735311,,images/card_119.png,,,negative,6443,-,-,3
3284,,0,CDCD,feature,5,,positive,765728,1646126501039,1646125735311,,images/card_060.png,,,positive,1792,S,green,4
3284,,0,CDCD,feature,30,,negative,765728,1646126501039,1646125735311,,images/card_126.png,,,negative,2246,-,-,5
3284,,0,CDCD,feature,5,,positive,765728,1646126501039,1646125735311,,images/card_043.png,,,positive,1139,T,blue,6
3284,,0,CDCD,feature,30,,negative,765728,1646126501039,1646125735311,,images/card_127.png,,,negative,1877,-,-,7
3284,,0,CDCD,feature,15,,positive,765728,1646126501039,1646125735311,,images/card_045.png,,,positive,1059,T,blue,8
3284,,0,CDCD,feature,30,,positive,765728,1646126501039,1646125735311,,images/card_047.png,,,positive,1195,T,blue,9
3284,,0,CDCD,feature,5,,negative,765728,1646126501039,1646125735311,,images/card_111.png,,,negative,897,-,-,10
3284,,0,CDCD,feature,15,,positive,765728,1646126501039,1646125735311,,images/card_054.png,,,positive,1081,S,brown,11
3284,,0,CDCD,feature,30,,negative,765728,1646126501039,1646125735311,,images/card_128.png,,,positive,1404,-,-,12
3284,,0,CDCD,feature,15,,positive,765728,1646126501039,1646125735311,,images/card_038.png,,,positive,1155,X,blue,13
3284,,0,CDCD,feature,15,,positive,765728,1646126501039,1646125735311,,images/card_062.png,,,negative,1127,S,green,14
3284,,0,CDCD,feature,5,,positive,765728,1646126501039,1646125735311,,images/card_052.png,,,positive,1083,S,brown,15
3284,,0,CDCD,feature,1,,negative,765728,1646126501039,1646125735311,,images/card_103.png,,,negative,1600,-,-,16
3284,,0,CDCD,feature,1,,negative,765728,1646126501039,1646125735311,,images/card_102.png,,,negative,1572,-,-,17
3284,,0,CDCD,feature,1,,positive,765728,1646126501039,1646125735311,,images/card_050.png,,,positive,1475,S,brown,18
3284,,0,CDCD,feature,1,,positive,765728,1646126501039,1646125735311,,images/card_034.png,,,positive,1006,X,blue,19
3284,,0,CDCD,feature,5,,negative,765728,1646126501039,1646125735311,,images/card_112.png,,,negative,1305,-,-,20
3284,,0,CDCD,feature,30,,positive,765728,1646126501039,1646125735311,,images/card_040.png,,,positive,924,X,blue,21
3284,,0,CDCD,feature,1,,positive,765728,1646126501039,1646125735311,,images/card_058.png,,,positive,947,S,green,22
3284,,0,CDCD,feature,15,,negative,765728,1646126501039,1646125735311,,images/card_120.png,,,negative,1246,-,-,23
3284,,0,CDCD,feature,1,,negative,765728,1646126501039,1646125735311,,images/card_104.png,,,negative,936,-,-,24
3284,,0,CDCD,feature,15,,negative,765728,1646126501039,1646125735311,,images/card_120.png,,,negative,1122,-,-,25
3284,,0,CDCD,feature,30,,positive,765728,1646126501039,1646125735311,,images/card_064.png,,,positive,1325,S,green,26
3284,,0,CDCD,feature,1,,positive,765728,1646126501039,1646125735311,,images/card_041.png,,,positive,914,T,blue,27
3284,,0,CDCD,feature,5,,negative,765728,1646126501039,1646125735311,,images/card_110.png,,,negative,895,-,-,28
3284,,0,CDCD,feature,5,,positive,765728,1646126501039,1646125735311,,images/card_036.png,,,positive,849,X,blue,29
3284,,0,CDCD,feature,1,,negative,765728,1646126501039,1646125735311,,images/card_101.png,,,negative,950,-,-,30
3284,,0,CDCD,feature,30,,negative,765728,1646126501039,1646125735311,,images/card_125.png,,,negative,1199,-,-,31
3284,,1,CDCD,conjunction,1,,positive,765728,1646126501039,1646125735311,,images/card_003.png,,,positive,1709,T,green,0
3284,,1,CDCD,conjunction,1,,negative,765728,1646126501039,1646125735311,,images/card_066.png,,,negative,1189,-,-,1
3284,,1,CDCD,conjunction,30,,negative,765728,1646126501039,1646125735311,,images/card_089.png,,,negative,2272,-,-,2
3284,,1,CDCD,conjunction,15,,positive,765728,1646126501039,1646125735311,,images/card_020.png,,,positive,1740,T,green,3
3284,,1,CDCD,conjunction,30,,negative,765728,1646126501039,1646125735311,,images/card_090.png,,,negative,1687,-,-,4
3284,,1,CDCD,conjunction,1,,positive,765728,1646126501039,1646125735311,,images/card_002.png,,,positive,884,T,green,5
3284,,1,CDCD,conjunction,1,,negative,765728,1646126501039,1646125735311,,images/card_067.png,,,negative,1401,-,-,6
3284,,1,CDCD,conjunction,15,,negative,765728,1646126501039,1646125735311,,images/card_082.png,,,negative,1687,-,-,7
3284,,1,CDCD,conjunction,30,,positive,765728,1646126501039,1646125735311,,images/card_026.png,,,positive,1860,T,green,8
3284,,1,CDCD,conjunction,30,,negative,765728,1646126501039,1646125735311,,images/card_092.png,,,negative,1724,-,-,9
3284,,1,CDCD,conjunction,30,,positive,765728,1646126501039,1646125735311,,images/card_028.png,,,positive,2052,T,green,10
3284,,1,CDCD,conjunction,1,,positive,765728,1646126501039,1646125735311,,images/card_001.png,,,positive,1040,T,green,11
3284,,1,CDCD,conjunction,15,,negative,765728,1646126501039,1646125735311,,images/card_083.png,,,negative,2180,-,-,12
3284,,1,CDCD,conjunction,5,,negative,765728,1646126501039,1646125735311,,images/card_076.png,,,negative,1060,-,,13
3284,,1,CDCD,conjunction,15,,positive,765728,1646126501039,1646125735311,,images/card_018.png,,,positive,1147,T,green,14
3284,,1,CDCD,conjunction,5,,positive,765728,1646126501039,1646125735311,,images/card_010.png,,,positive,1346,T,green,15
3284,,1,CDCD,conjunction,5,,negative,765728,1646126501039,1646125735311,,images/card_073.png,,,negative,1290,-,-,16
3284,,1,CDCD,conjunction,1,,negative,765728,1646126501039,1646125735311,,images/card_065.png,,,negative,963,-,-,17
3284,,1,CDCD,conjunction,5,,negative,765728,1646126501039,1646125735311,,images/card_075.png,,,negative,1008,-,-,18
3284,,1,CDCD,conjunction,5,,positive,765728,1646126501039,1646125735311,,images/card_011.png,,,negative,1006,T,green,19
3284,,1,CDCD,conjunction,1,,positive,765728,1646126501039,1646125735311,,images/card_004.png,,,positive,892,T,green,20
3284,,1,CDCD,conjunction,15,,negative,765728,1646126501039,1646125735311,,images/card_081.png,,,negative,1692,-,-,21
3284,,1,CDCD,conjunction,15,,positive,765728,1646126501039,1646125735311,,images/card_017.png,,,positive,1130,T,green,22
3284,,1,CDCD,conjunction,1,,negative,765728,1646126501039,1646125735311,,images/card_068.png,,,negative,1042,-,-,23
3284,,1,CDCD,conjunction,30,,negative,765728,1646126501039,1646125735311,,images/card_091.png,,,negative,1656,-,-,24
3284,,1,CDCD,conjunction,5,,positive,765728,1646126501039,1646125735311,,images/card_009.png,,,positive,977,T,green,25
3284,,1,CDCD,conjunction,30,,positive,765728,1646126501039,1646125735311,,images/card_025.png,,,positive,2012,T,green,26
3284,,1,CDCD,conjunction,15,,negative,765728,1646126501039,1646125735311,,images/card_084.png,,,negative,1971,-,-,27
3284,,1,CDCD,conjunction,15,,positive,765728,1646126501039,1646125735311,,images/card_019.png,,,negative,1451,T,green,28
3284,,1,CDCD,conjunction,5,,negative,765728,1646126501039,1646125735311,,images/card_074.png,,,negative,1706,-,-,29
3284,,1,CDCD,conjunction,30,,positive,765728,1646126501039,1646125735311,,images/card_027.png,,,negative,2813,T,green,30
3284,,1,CDCD,conjunction,5,,positive,765728,1646126501039,1646125735311,,images/card_012.png,,,positive,1567,T,green,31
3284,,2,CDCD,feature,15,,negative,765728,1646126501039,1646125735311,,images/card_115.png,,,negative,1858,-,-,0
3284,,2,CDCD,feature,30,,positive,765728,1646126501039,1646125735311,,images/card_063.png,,,positive,1831,S,green,1
3284,,2,CDCD,feature,30,,positive,765728,1646126501039,1646125735311,,images/card_039.png,,,positive,1368,X,blue,2
3284,,2,CDCD,feature,5,,negative,765728,1646126501039,1646125735311,,images/card_107.png,,,negative,1553,-,-,3
3284,,2,CDCD,feature,15,,negative,765728,1646126501039,1646125735311,,images/card_114.png,,,negative,1439,-,-,4
3284,,2,CDCD,feature,1,,negative,765728,1646126501039,1646125735311,,images/card_098.png,,,negative,982,-,-,5
3284,,2,CDCD,feature,1,,positive,765728,1646126501039,1646125735311,,images/card_041.png,,,positive,752,T,blue,6
3284,,2,CDCD,feature,5,,negative,765728,1646126501039,1646125735311,,images/card_105.png,,,negative,1743,-,-,7
3284,,2,CDCD,feature,5,,positive,765728,1646126501039,1646125735311,,images/card_059.png,,,positive,1119,S,green,8
3284,,2,CDCD,feature,30,,negative,765728,1646126501039,1646125735311,,images/card_123.png,,,negative,1661,-,-,9
3284,,2,CDCD,feature,30,,negative,765728,1646126501039,1646125735311,,images/card_121.png,,,negative,1923,-,-,10
3284,,2,CDCD,feature,5,,positive,765728,1646126501039,1646125735311,,images/card_043.png,,,positive,674,T,blue,11
3284,,2,CDCD,feature,5,,negative,765728,1646126501039,1646125735311,,images/card_108.png,,,negative,1218,-,-,12
3284,,2,CDCD,feature,30,,negative,765728,1646126501039,1646125735311,,images/card_124.png,,,negative,1327,-,-,13
3284,,2,CDCD,feature,15,,positive,765728,1646126501039,1646125735311,,images/card_045.png,,,positive,705,T,blue,14
3284,,2,CDCD,feature,30,,positive,765728,1646126501039,1646125735311,,images/card_048.png,,,positive,931,T,blue,15
3284,,2,CDCD,feature,30,,negative,765728,1646126501039,1646125735311,,images/card_122.png,,,negative,1261,-,-,16
3284,,2,CDCD,feature,1,,positive,765728,1646126501039,1646125735311,,images/card_057.png,,,positive,1211,S,green,17
3284,,2,CDCD,feature,15,,negative,765728,1646126501039,1646125735311,,images/card_116.png,,,negative,1247,-,-,18
3284,,2,CDCD,feature,5,,negative,765728,1646126501039,1646125735311,,images/card_106.png,,,negative,1064,-,-,19
3284,,2,CDCD,feature,15,,negative,765728,1646126501039,1646125735311,,images/card_113.png,,,negative,1232,-,-,20
3284,,2,CDCD,feature,30,,positive,765728,1646126501039,1646125735311,,images/card_055.png,,,positive,1064,S,brown,21
3284,,2,CDCD,feature,15,,positive,765728,1646126501039,1646125735311,,images/card_061.png,,,positive,925,S,green,22
3284,,2,CDCD,feature,1,,positive,765728,1646126501039,1646125735311,,images/card_049.png,,,positive,1183,S,brown,23
3284,,2,CDCD,feature,1,,negative,765728,1646126501039,1646125735311,,images/card_100.png,,,negative,1113,-,-,24
3284,,2,CDCD,feature,5,,positive,765728,1646126501039,1646125735311,,images/card_035.png,,,positive,1034,X,blue,25
3284,,2,CDCD,feature,1,,negative,765728,1646126501039,1646125735311,,images/card_099.png,,,negative,1275,-,-,26
3284,,2,CDCD,feature,5,,positive,765728,1646126501039,1646125735311,,images/card_051.png,,,positive,1368,S,brown,27
3284,,2,CDCD,feature,1,,positive,765728,1646126501039,1646125735311,,images/card_033.png,,,positive,940,X,blue,28
3284,,2,CDCD,feature,15,,positive,765728,1646126501039,1646125735311,,images/card_037.png,,,positive,1126,X,blue,29
3284,,2,CDCD,feature,1,,negative,765728,1646126501039,1646125735311,,images/card_097.png,,,negative,1093,-,-,30
3284,,2,CDCD,feature,15,,positive,765728,1646126501039,1646125735311,,images/card_053.png,,,positive,1183,S,brown,31
3284,,3,CDCD,conjunction,15,,positive,765728,1646126501039,1646125735311,,images/card_022.png,,,positive,2295,T,green,0
3284,,3,CDCD,conjunction,15,,negative,765728,1646126501039,1646125735311,,images/card_086.png,,,negative,1442,-,-,1
3284,,3,CDCD,conjunction,5,,negative,765728,1646126501039,1646125735311,,images/card_079.png,,,positive,1171,-,-,2
3284,,3,CDCD,conjunction,5,,positive,765728,1646126501039,1646125735311,,images/card_013.png,,,positive,1363,T,green,3
3284,,3,CDCD,conjunction,30,,negative,765728,1646126501039,1646125735311,,images/card_093.png,,,negative,1967,-,-,4
3284,,3,CDCD,conjunction,30,,positive,765728,1646126501039,1646125735311,,images/card_031.png,,,positive,1549,T,green,5
3284,,3,CDCD,conjunction,15,,negative,765728,1646126501039,1646125735311,,images/card_087.png,,,negative,1933,-,-,6
3284,,3,CDCD,conjunction,15,,positive,765728,1646126501039,1646125735311,,images/card_024.png,,,positive,1541,T,green,7
3284,,3,CDCD,conjunction,30,,negative,765728,1646126501039,1646125735311,,images/card_095.png,,,negative,2312,-,-,8
3284,,3,CDCD,conjunction,1,,negative,765728,1646126501039,1646125735311,,images/card_069.png,,,negative,1333,-,-,9
3284,,3,CDCD,conjunction,15,,positive,765728,1646126501039,1646125735311,,images/card_023.png,,,positive,1357,T,green,10
3284,,3,CDCD,conjunction,30,,positive,765728,1646126501039,1646125735311,,images/card_032.png,,,negative,1632,T,green,11
3284,,3,CDCD,conjunction,5,,positive,765728,1646126501039,1646125735311,,images/card_016.png,,,positive,1662,T,green,12
3284,,3,CDCD,conjunction,15,,negative,765728,1646126501039,1646125735311,,images/card_085.png,,,negative,1821,-,-,13
3284,,3,CDCD,conjunction,30,,negative,765728,1646126501039,1646125735311,,images/card_094.png,,,negative,2587,-,-,14
3284,,3,CDCD,conjunction,1,,positive,765728,1646126501039,1646125735311,,images/card_006.png,,,positive,1009,T,green,15
3284,,3,CDCD,conjunction,15,,positive,765728,1646126501039,1646125735311,,images/card_021.png,,,negative,1786,T,green,16
3284,,3,CDCD,conjunction,1,,positive,765728,1646126501039,1646125735311,,images/card_005.png,,,negative,1193,T,green,17
3284,,3,CDCD,conjunction,5,,negative,765728,1646126501039,1646125735311,,images/card_077.png,,,negative,1495,-,-,18
3284,,3,CDCD,conjunction,30,,positive,765728,1646126501039,1646125735311,,images/card_030.png,,,positive,1235,T,green,19
3284,,3,CDCD,conjunction,1,,negative,765728,1646126501039,1646125735311,,images/card_071.png,,,negative,1345,-,-,20
3284,,3,CDCD,conjunction,30,,positive,765728,1646126501039,1646125735311,,images/card_029.png,,,positive,1487,T,green,21
3284,,3,CDCD,conjunction,15,,negative,765728,1646126501039,1646125735311,,images/card_088.png,,,negative,1827,-,-,22
3284,,3,CDCD,conjunction,1,,negative,765728,1646126501039,1646125735311,,images/card_070.png,,,negative,1069,-,-,23
3284,,3,CDCD,conjunction,30,,negative,765728,1646126501039,1646125735311,,images/card_096.png,,,negative,1934,-,-,24
3284,,3,CDCD,conjunction,5,,negative,765728,1646126501039,1646125735311,,images/card_080.png,,,negative,1199,-,-,25
3284,,3,CDCD,conjunction,1,,negative,765728,1646126501039,1646125735311,,images/card_072.png,,,negative,1049,-,-,26
3284,,3,CDCD,conjunction,1,,positive,765728,1646126501039,1646125735311,,images/card_007.png,,,positive,917,T,green,27
3284,,3,CDCD,conjunction,5,,negative,765728,1646126501039,1646125735311,,images/card_078.png,,,negative,1441,-,-,28
3284,,3,CDCD,conjunction,5,,positive,765728,1646126501039,1646125735311,,images/card_015.png,,,positive,1225,T,green,29
3284,,3,CDCD,conjunction,1,,positive,765728,1646126501039,1646125735311,,images/card_008.png,,,positive,1226,T,green,30
3284,,3,CDCD,conjunction,5,,positive,765728,1646126501039,1646125735311,,images/card_014.png,,,positive,1036,T,green,31
3283,24,0,DCDC,conjunction,30,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_093.png,,,negative,2128,-,-,0
3283,24,0,DCDC,conjunction,30,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_030.png,,,positive,1853,T,green,1
3283,24,0,DCDC,conjunction,1,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_005.png,,,positive,1063,T,green,2
3283,24,0,DCDC,conjunction,5,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_080.png,,,negative,1031,-,-,3
3283,24,0,DCDC,conjunction,15,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_023.png,,,positive,1344,T,green,4
3283,24,0,DCDC,conjunction,30,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_032.png,,,negative,1447,T,green,5
3283,24,0,DCDC,conjunction,15,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_021.png,,,positive,929,T,green,6
3283,24,0,DCDC,conjunction,5,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_077.png,,,negative,1111,-,-,7
3283,24,0,DCDC,conjunction,5,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_013.png,,,positive,704,T,green,8
3283,24,0,DCDC,conjunction,30,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_096.png,,,negative,2145,-,-,9
3283,24,0,DCDC,conjunction,1,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_069.png,,,negative,1085,-,-,10
3283,24,0,DCDC,conjunction,1,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_070.png,,,negative,612,-,-,11
3283,24,0,DCDC,conjunction,15,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_085.png,,,negative,1291,-,-,12
3283,24,0,DCDC,conjunction,1,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_008.png,,,positive,658,T,green,13
3283,24,0,DCDC,conjunction,30,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_095.png,,,negative,1695,-,-,14
3283,24,0,DCDC,conjunction,5,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_078.png,,,negative,1783,-,-,15
3283,24,0,DCDC,conjunction,5,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_016.png,,,positive,771,T,green,16
3283,24,0,DCDC,conjunction,15,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_088.png,,,negative,1111,-,-,17
3283,24,0,DCDC,conjunction,1,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_072.png,,,negative,930,-,-,18
3283,24,0,DCDC,conjunction,1,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_071.png,,,negative,816,-,-,19
3283,24,0,DCDC,conjunction,5,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_015.png,,,positive,998,T,green,20
3283,24,0,DCDC,conjunction,5,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_014.png,,,positive,929,T,green,21
3283,24,0,DCDC,conjunction,15,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_024.png,,,positive,637,T,green,22
3283,24,0,DCDC,conjunction,1,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_007.png,,,positive,503,T,green,23
3283,24,0,DCDC,conjunction,15,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_087.png,,,negative,1154,-,-,24
3283,24,0,DCDC,conjunction,30,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_029.png,,,positive,1002,T,green,25
3283,24,0,DCDC,conjunction,30,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_094.png,,,negative,1491,-,-,26
3283,24,0,DCDC,conjunction,15,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_022.png,,,positive,1309,T,green,27
3283,24,0,DCDC,conjunction,1,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_006.png,,,positive,931,T,green,28
3283,24,0,DCDC,conjunction,15,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_086.png,,,negative,795,-,-,29
3283,24,0,DCDC,conjunction,30,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_031.png,,,positive,1041,T,green,30
3283,24,0,DCDC,conjunction,5,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_079.png,,,negative,703,-,-,31
3283,24,1,DCDC,feature,15,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_115.png,,,negative,1065,-,-,0
3283,24,1,DCDC,feature,30,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_124.png,,,negative,1629,-,-,1
3283,24,1,DCDC,feature,30,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_048.png,,,positive,793,T,blue,2
3283,24,1,DCDC,feature,1,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_041.png,,,positive,749,T,blue,3
3283,24,1,DCDC,feature,5,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_043.png,,,positive,592,T,blue,4
3283,24,1,DCDC,feature,5,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_105.png,,,negative,1046,-,-,5
3283,24,1,DCDC,feature,5,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_059.png,,,positive,879,S,green,6
3283,24,1,DCDC,feature,15,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_053.png,,,positive,909,S,brown,7
3283,24,1,DCDC,feature,15,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_114.png,,,negative,1153,-,-,8
3283,24,1,DCDC,feature,30,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_121.png,,,negative,2030,-,-,9
3283,24,1,DCDC,feature,5,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_035.png,,,positive,704,X,blue,10
3283,24,1,DCDC,feature,1,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_100.png,,,negative,660,-,-,11
3283,24,1,DCDC,feature,30,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_039.png,,,positive,683,X,blue,12
3283,24,1,DCDC,feature,15,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_116.png,,,negative,954,-,-,13
3283,24,1,DCDC,feature,15,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_045.png,,,positive,859,T,blue,14
3283,24,1,DCDC,feature,15,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_113.png,,,negative,1201,-,-,15
3283,24,1,DCDC,feature,5,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_108.png,,,negative,1131,-,-,16
3283,24,1,DCDC,feature,15,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_037.png,,,positive,932,X,blue,17
3283,24,1,DCDC,feature,1,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_097.png,,,negative,748,-,-,18
3283,24,1,DCDC,feature,30,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_055.png,,,positive,818,S,brown,19
3283,24,1,DCDC,feature,15,Graduated College,positive,499438,1646126300343,1646125800905,male,images/card_061.png,,,positive,999,S,green,20
3283,24,1,DCDC,feature,30,Graduated College,negative,499438,1646126300343,1646125800905,male,images/card_123.png,,,negative,1288,-,-,21
